Pendulum
t	alpha	ω	θ	α
2.833333333333333	-10.414850909719998	0.8686261408586465	0.22055332371274827	-11.951903375979247
2.8666666666666663	-11.819425644757336	0.5075439672134183	0.243022384363206	-10.60879119764784
2.9	-12.656212893596356	0.16651606151235235	0.25438958819364293	-10.915455317843133
2.933333333333334	-12.953934740066625	-0.21644095302780916	0.25412345513069634	-10.891953286510747
2.966666666666667	-12.545343276823301	-0.5730763607704874	0.23996019132512228	-9.626489737855863
3.0	-11.581398464088387	-0.852075411037701	0.21591836441266424	-7.527825192866385
3.033333333333333	-10.13224013858574	-1.0776097988530016	0.18315516392260908	-5.413140993007904
3.066666666666666	-8.284293209810633	-1.215198861038823	0.1440777111557982	-2.3970761683321973
3.1	-6.188242585797832	-1.2388768810229474	0.10214190652002064	1.938110744831875
3.133333333333333	-4.010026477379651	-1.092543771898442	0.06148591908760146	3.6343695621606504
3.166666666666667	-2.271197869898039	-0.963304064359836	0.029305655060124287	2.7254541435064135
3.2	-0.6178538465766834	-0.9325070186283471	-0.0027343518697215685	2.9454363173086753
3.233333333333333	1.039276111071635	-0.7771403512166489	-0.03286147951509821	7.150315863723809
3.266666666666667	2.4041222875538013	-0.45206852083879295	-0.05454370861749833	9.223914222023028
3.3	3.086550199472225	-0.1398795121487088	-0.06299938090435117	7.6231049904263015
3.333333333333333	3.2843736320565178	0.04950793183117877	-0.06386900942741215	5.237698508552031
3.3666666666666663	3.1977562019903396	0.20345129461166228	-0.05969885211560593	4.4264701182155575
3.4	2.8374485222647046	0.34689197635582186	-0.05030558978663462	3.4731381170930113
3.433333333333334	2.214514421024749	0.4385980713520993	-0.03657272035855076	2.6127216310654555
3.466666666666667	1.4867106188926842	0.5126067324227778	-0.021065718363161248	1.2415049508439047
3.5	0.5559211224659629	0.5347175297652071	-0.002398938197032595	-0.7648402172793867
3.533333333333333	-0.37160033601243286	0.4553481154721533	0.014582116954519102	-2.7142227362758184
3.566666666666666	-1.137337252227672	0.34934610061191373	0.027957602834443984	-3.1420863803971613
3.6	-1.7247898474359658	0.24610050538939893	0.037871856995313424	-4.661248723052818
3.633333333333333	-2.2122316668097053	0.051776365382156846	0.0443643031937373	-6.325546169404695
3.666666666666667	-2.25760957499205	-0.19438819811115657	0.041323614687457225	-6.062225167974102
3.7	-1.8828828930051777	-0.3534372075443782	0.03140508998632673	-3.0616916451667087
3.733333333333333	-1.2281329674076595	-0.40092761066778076	0.01776113418449892	-0.4399076889131773
3.766666666666667	-0.5419826517812931	-0.3749029577041157	0.004676582608474599	0.9170291561068777
3.8	0.09278487065967095	-0.33861744843991154	-0.007232396329108871	1.382642627180158
3.833333333333333	0.6784366941542945	-0.28492284460814404	-0.01789791395418594	1.727764373557495
3.8666666666666663	1.15414549216472	-0.22030985124363642	-0.026227252636318407	2.622808504857701
3.9	1.5609092621862573	-0.11714052721460476	-0.03258523737042841	2.0432041863094854
3.933333333333334	1.6775079623520248	-0.06432343297123605	-0.034036621117292186	2.3356857700579847
3.966666666666667	1.880892036255191	0.008716849089448494	-0.036873466235177496	3.3019207179437315
4.0	1.8423877924316319	0.17519971022181915	-0.03345549784466229	3.04479560086624
4.033333333333333	1.4611393466541562	0.22266025505982526	-0.025193485553722927	2.3842983325594136
4.066666666666666	1.190800124604156	0.3016837227869395	-0.018611480840673995	2.391227396308269
4.1	0.5944936870443512	0.4142603105422092	-0.0050812373679270315	1.63636120430969
4.133333333333333	-0.13203990391670556	0.4013146295515664	0.009005873195473186	-0.15820820924617193
4.166666666666667	-0.781447569954417	0.39438215466095905	0.021673071268844324	
4.2			0.03529801683953738	
